,Word,Seq_num,Word Count,Word Proportion,Average Proportion,Std Dev,Doc Count,Negative,Positive,Uncertainty,Litigious,Strong_Modal,Weak_Modal,Constraining,Syllables,Source
11169,CAUSALITIES,11170,120,5.254508801326019e-09,3.432398112521418e-09,4.8144912763959e-07,84,0,0,0,0,0,0,0,4,12of12inf
11170,CAUSALITY,11171,674,2.951282443411447e-08,1.7285152658587556e-08,1.5015864891103876e-06,447,0,0,0,0,0,0,0,4,12of12inf
11171,CAUSALLY,11172,377,1.6507915150832577e-08,1.0367313737280516e-08,9.198797350448016e-07,290,0,0,0,0,0,0,0,3,12of12inf
11172,CAUSATION,11173,6390,2.7980259367061053e-07,1.7660691889594397e-07,4.72098522088334e-06,3671,0,0,0,0,0,0,0,3,12of12inf
11173,CAUSATIONS,11174,11,4.816633067882184e-10,2.5037850705345527e-10,8.254989602988397e-08,11,0,0,0,0,0,0,0,3,12of12inf
11174,CAUSATIVE,11175,2152,9.42308578371133e-08,7.658134089069198e-08,3.434921520283665e-06,1580,0,0,0,0,0,0,0,3,12of12inf
11175,CAUSE,11176,7645477,0.0003347768848902,0.0002447853758241,0.0002708077792667,851713,0,0,0,0,0,0,0,1,12of12inf
11176,CAUSED,11177,5377524,0.0002354687265611,0.0003954001500665,0.0004259068102448,1132968,0,0,0,0,0,0,0,1,12of12inf
11177,CAUSELESS,11178,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,12of12inf
11178,CAUSER,11179,40,1.7515029337753394e-09,1.086771409114421e-09,3.082968472354532e-07,21,0,0,0,0,0,0,0,2,12of12inf
11179,CAUSERIE,11180,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
11180,CAUSERIES,11181,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
11181,CAUSERS,11182,2,8.757514668876698e-11,3.640597948779252e-11,2.7496604895574752e-08,2,0,0,0,0,0,0,0,2,12of12inf
11182,CAUSES,11183,472981,2.0710690227999847e-05,1.4643134703816647e-05,5.453322663458272e-05,207416,0,0,0,0,0,0,0,2,12of12inf
11183,CAUSEWAY,11184,3808,1.6674307929541234e-07,1.805968792026601e-07,9.00610081410183e-06,1440,0,0,0,0,0,0,0,2,12of12inf
11184,CAUSEWAYS,11185,107,4.685270347849034e-09,3.7145729309359325e-09,5.972694952632609e-07,52,0,0,0,0,0,0,0,2,12of12inf
11185,CAUSING,11186,400919,1.7555270117656884e-05,1.4052410221879012e-05,4.779284270501044e-05,214141,0,0,0,0,0,0,0,2,12of12inf
11186,CAUSTIC,11187,16011,7.01082836816924e-07,5.832037197632864e-07,2.2515720462862906e-05,4036,0,0,0,0,0,0,0,2,12of12inf
11187,CAUSTICALLY,11188,3,1.3136272003315047e-10,7.276191669367888e-11,4.509440535459244e-08,3,0,0,0,0,0,0,0,3,12of12inf
11188,CAUSTICITIES,11189,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
11189,CAUSTICITY,11190,23,1.0071141869208203e-09,1.0539439807456222e-09,2.763290110595681e-07,18,0,0,0,0,0,0,0,4,12of12inf
11190,CAUSTICS,11191,434,1.9003806831462437e-08,1.3956381356169531e-08,1.1162484519897109e-06,357,0,0,0,0,0,0,0,2,12of12inf
11191,CAUTERIZATION,11192,148,6.4805608549687565e-09,5.7407933123501624e-09,9.370068972988616e-07,82,0,0,0,0,0,0,0,5,12of12inf
11192,CAUTERIZATIONS,11193,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,12of12inf
11193,CAUTERIZE,11194,59,2.583466827318626e-09,2.367860936217448e-09,4.819237867655055e-07,46,0,0,0,0,0,0,0,3,12of12inf
11194,CAUTERIZED,11195,25,1.094689333609587e-09,8.579458705536452e-10,2.8794190299179335e-07,21,0,0,0,0,0,0,0,3,12of12inf
11195,CAUTERIZES,11196,35,1.5325650670534222e-09,8.591079375499834e-10,1.801367292775431e-07,35,0,0,0,0,0,0,0,4,12of12inf
11196,CAUTERIZING,11197,102,4.466332481127116e-09,3.786800763865886e-09,5.986891194431183e-07,86,0,0,0,0,0,0,0,4,12of12inf
11197,CAUTION,11198,142094,6.221951446796828e-06,8.717687438119856e-06,3.8722618767990553e-05,117446,2009,0,0,0,0,0,0,2,12of12inf
11198,CAUTIONARY,11199,390025,1.707824829364317e-05,2.571342872583102e-05,8.170809729547788e-05,250946,2009,0,0,0,0,0,0,4,12of12inf
11199,CAUTIONED,11200,187804,8.223481424368597e-06,1.5161964375454094e-05,5.348875007419668e-05,169919,2009,0,0,0,0,0,0,2,12of12inf
11200,CAUTIONING,11201,428,1.8741081391396132e-08,3.470790632094317e-08,2.850794902468187e-06,410,2009,0,0,0,0,0,0,3,12of12inf
11201,CAUTIONS,11202,48303,2.115071155253756e-06,4.572048342501514e-06,3.351526881324494e-05,43720,2009,0,0,0,0,0,0,2,12of12inf
11202,CAUTIOUS,11203,19260,8.433486626128261e-07,9.489677355672606e-07,1.2421339197338993e-05,15372,0,0,2009,0,0,0,0,2,12of12inf
11203,CAUTIOUSLY,11204,6313,2.76430950523093e-07,3.725735625495814e-07,8.355626076521635e-06,5556,0,0,2009,0,0,0,0,3,12of12inf
11204,CAUTIOUSNESS,11205,677,2.9644187154147626e-08,2.0241979005042126e-08,1.420655471523208e-06,594,0,0,2009,0,0,0,0,3,12of12inf
11205,CAUTIOUSNESSES,11206,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
11206,CAVALCADE,11207,633,2.7717533926994754e-08,4.5330410874256574e-08,8.59745442112712e-06,60,0,0,0,0,0,0,0,3,12of12inf
11207,CAVALCADES,11208,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
11208,CAVALIER,11209,6089,2.6662253409395106e-07,1.938558268665133e-07,1.8179220265516384e-05,1060,0,0,0,0,0,0,0,3,12of12inf
11209,CAVALIERLY,11210,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
11210,CAVALIERS,11211,103,4.5101200544715e-09,3.1612566637588046e-09,5.041798961937893e-07,83,0,0,0,0,0,0,0,3,12of12inf
11211,CAVALRIES,11212,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
11212,CAVALRY,11213,2848,1.247070088848042e-07,8.884987220965332e-08,1.2839147484526718e-05,390,0,0,0,0,0,0,0,3,12of12inf
11213,CAVALRYMAN,11214,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
11214,CAVALRYMEN,11215,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
11215,CAVE,11216,16313,7.143066839669279e-07,9.505931312221184e-07,3.255203417606212e-05,8492,0,0,0,0,0,0,0,1,12of12inf
11216,CAVEAT,11217,2176,9.528175959737849e-08,1.058474554533053e-07,5.117205736795798e-06,1398,0,0,0,0,0,0,0,3,12of12inf
11217,CAVEATS,11218,559,2.4477253499510373e-08,1.7987139607554e-08,1.594314970743745e-06,409,0,0,0,0,0,0,0,3,12of12inf
11218,CAVED,11219,236,1.0333867309274504e-08,1.5216393766389774e-08,2.000503734635351e-06,167,0,0,0,0,0,0,0,1,12of12inf
11219,CAVEMAN,11220,21,9.195390402320531e-10,1.0750160821077844e-09,3.849710766894944e-07,15,0,0,0,0,0,0,0,2,12of12inf
11220,CAVEMEN,11221,4,1.7515029337753396e-10,5.0429661624882355e-11,2.727960951810095e-08,4,0,0,0,0,0,0,0,2,12of12inf
11221,CAVERN,11222,6185,2.708261411350119e-07,2.003800553599031e-07,1.334016029443129e-05,1599,0,0,0,0,0,0,0,2,12of12inf
11222,CAVERNOUS,11223,44,1.9266532271528736e-09,8.14616254270412e-10,1.912262088190656e-07,33,0,0,0,0,0,0,0,3,12of12inf
11223,CAVERNOUSLY,11224,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
11224,CAVERNS,11225,7074,3.097532938381688e-07,1.636941670055456e-07,1.0360068338776704e-05,1853,0,0,0,0,0,0,0,2,12of12inf
11225,CAVES,11226,1684,7.37382735119418e-08,7.067846849216846e-08,4.7861187106017925e-06,655,0,0,0,0,0,0,0,1,12of12inf
11226,CAVIAR,11227,2044,8.950179991591986e-08,1.2208226969276878e-07,1.8990924974098705e-05,326,0,0,0,0,0,0,0,3,12of12inf
11227,CAVIARE,11228,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
11228,CAVIARES,11229,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
11229,CAVIARS,11230,7,3.0651301341068443e-10,4.126422425085417e-10,2.198101422008418e-07,5,0,0,0,0,0,0,0,3,12of12inf
11230,CAVIL,11231,1,4.378757334438349e-11,2.6414194324294e-11,2.820864058475272e-08,1,0,0,0,0,0,0,0,2,12of12inf
11231,CAVILED,11232,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,12of12inf
11232,CAVILER,11233,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
11233,CAVILERS,11234,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
11234,CAVILING,11235,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
11235,CAVILLED,11236,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,12of12inf
11236,CAVILLER,11237,1,4.378757334438349e-11,1.0277432814803252e-11,1.0975629422854909e-08,1,0,0,0,0,0,0,0,3,12of12inf
11237,CAVILLERS,11238,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
11238,CAVILLING,11239,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
11239,CAVILS,11240,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,12of12inf
11240,CAVING,11241,477,2.0886672485270924e-08,1.4763390358640253e-08,1.1977062939997465e-06,357,0,0,0,0,0,0,0,2,12of12inf
11241,CAVINGS,11242,16,7.006011735101357e-10,2.513534806293151e-09,1.7212805706235888e-06,11,0,0,0,0,0,0,0,2,12of12inf
11242,CAVITIES,11243,2749,1.2037203912371022e-07,1.0208620901005577e-07,5.448774683840048e-06,1570,0,0,0,0,0,0,0,3,12of12inf
11243,CAVITY,11244,13292,5.820244248935454e-07,4.509054184961927e-07,1.4827761984514637e-05,5750,0,0,0,0,0,0,0,3,12of12inf
11244,CAVORT,11245,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,12of12inf
11245,CAVORTED,11246,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
11246,CAVORTING,11247,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
11247,CAVORTS,11248,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,12of12inf
11248,CAW,11249,1952,8.547334316823657e-08,5.67187208927314e-08,5.469829121363594e-06,379,0,0,0,0,0,0,0,1,12of12inf
11249,CAWED,11250,4,1.7515029337753396e-10,4.109462430538003e-11,2.204698727684994e-08,4,0,0,0,0,0,0,0,1,12of12inf
11250,CAWING,11251,2,8.757514668876698e-11,2.5786337997484026e-10,1.948504145731764e-07,2,0,0,0,0,0,0,0,2,12of12inf
11251,CAWS,11252,13,5.692384534769854e-10,9.616659306582312e-10,8.062045954153811e-07,6,0,0,0,0,0,0,0,1,12of12inf
11252,CAY,11253,3586,1.570222380129592e-07,1.4478872304528144e-07,1.3595795276148344e-05,1139,0,0,0,0,0,0,0,1,12of12inf
11253,CAYENNE,11254,1412,6.182805356226949e-08,5.976329078811349e-08,1.0102732371090904e-05,371,0,0,0,0,0,0,0,2,12of12inf
11254,CAYENNES,11255,7,3.0651301341068443e-10,1.4455624435480022e-10,9.510586278590412e-08,3,0,0,0,0,0,0,0,2,12of12inf
11255,CAYMAN,11256,309698,1.3560923889608878e-05,7.902967472598038e-06,0.0001009116465356,46641,0,0,0,0,0,0,0,2,12of12inf
11256,CAYMANS,11257,887,3.8839577556468164e-08,1.7268794244581552e-08,1.4985477664141315e-06,456,0,0,0,0,0,0,0,2,12of12inf
11257,CAYS,11258,91,3.984669174338898e-09,1.970865523027273e-09,4.63932548920002e-07,49,0,0,0,0,0,0,0,1,12of12inf
11258,CAYUSE,11259,57,2.495891680629859e-09,8.733656282851506e-10,2.063653595240149e-07,50,0,0,0,0,0,0,0,2,12of12inf
11259,CAYUSES,11260,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
11260,CEASE,11261,1201548,5.26128711767973e-05,3.570738764448588e-05,9.386879612310126e-05,340599,2009,0,0,0,0,0,0,1,12of12inf
11261,CEASED,11262,427868,1.8735301431714675e-05,1.990517148216415e-05,7.98400278140156e-05,204513,2009,0,0,0,0,0,0,1,12of12inf
11262,CEASEFIRE,11263,122,5.342083948014786e-09,5.469038134925583e-09,6.943109797283645e-07,89,0,0,0,0,0,0,0,2,12of12inf
11263,CEASEFIRES,11264,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,12of12inf
11264,CEASELESS,11265,8,3.5030058675506787e-10,4.4397433827474476e-10,1.9335677815686996e-07,7,0,0,0,0,0,0,0,2,12of12inf
11265,CEASELESSLY,11266,5,2.1893786672191743e-10,2.0358448526627826e-10,1.0591624250380925e-07,5,0,0,0,0,0,0,0,3,12of12inf
11266,CEASELESSNESS,11267,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
11267,CEASELESSNESSES,11268,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
11268,CEASES,11269,372576,1.6314198926357022e-05,8.720187674821977e-06,3.89337600841404e-05,143324,2009,0,0,0,0,0,0,2,12of12inf
11269,CEASING,11270,71409,3.1268268249490807e-06,2.2105210276085127e-06,2.350237915189361e-05,40860,2009,0,0,0,0,0,0,2,12of12inf
11270,CECA,11271,156,6.8308614417238245e-09,3.929033079060463e-09,6.943296497445411e-07,67,0,0,0,0,0,0,0,2,12of12inf
11271,CECAL,11272,9,3.9408816009945136e-10,2.86007191750381e-10,1.0873370069336184e-07,9,0,0,0,0,0,0,0,2,12of12inf
11272,CECUM,11273,30,1.3136272003315047e-09,5.79925033642627e-10,2.058543574509116e-07,13,0,0,0,0,0,0,0,2,12of12inf
11273,CEDANT,11274,5814,2.545809514242456e-07,9.56569745015491e-08,1.129064115967776e-05,814,0,0,0,2012,0,0,0,2,10K_2012
11274,CEDANTS,11275,7840,3.4329457501996655e-07,1.4986888431721453e-07,7.954934658392456e-06,1341,0,0,0,2012,0,0,0,2,10K_2012
11275,CEDAR,11276,68497,2.999317411370236e-06,3.0921751886755223e-06,6.12677033111389e-05,17968,0,0,0,0,0,0,0,2,12of12inf
11276,CEDARS,11277,3058,1.339023992871247e-07,1.1086846302481879e-07,8.790678725383654e-06,922,0,0,0,0,0,0,0,2,12of12inf
11277,CEDE,11278,84723,3.7098145764562026e-06,1.0897516033110271e-05,0.0003923452191434,21848,0,0,0,0,0,0,0,1,12of12inf
11278,CEDED,11279,243954,1.068215366765573e-05,8.565119304728426e-06,0.0001008024446537,18923,0,0,0,0,0,0,0,2,12of12inf
11279,CEDENT,11280,5728,2.5081522011662865e-07,7.907300811912523e-08,1.1357517497611264e-05,601,0,0,0,0,0,0,0,2,10K_2010
11280,CEDER,11281,367,1.6070039417388743e-08,9.86557575360721e-09,5.136089111645906e-06,106,0,0,0,0,0,0,0,2,12of12inf
11281,CEDERS,11282,5,2.1893786672191743e-10,9.275988078643583e-11,9.6774255903841e-08,2,0,0,0,0,0,0,0,2,12of12inf
11282,CEDES,11283,10148,4.443562942988037e-07,4.084618373460565e-07,1.0505244382685368e-05,5342,0,0,0,0,0,0,0,1,12of12inf
11283,CEDILLA,11284,3,1.3136272003315047e-10,3.4194892037346966e-11,2.2418123470586944e-08,3,0,0,0,0,0,0,0,3,12of12inf
11284,CEDILLAS,11285,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
11285,CEDING,11286,133354,5.839248055766916e-06,3.899042424383927e-06,7.687447792324636e-05,12400,0,0,0,0,0,0,0,2,12of12inf
11286,CEILING,11287,218626,9.573102009989184e-06,9.471460004920483e-06,8.807777488478105e-05,51942,0,0,0,0,0,0,0,2,12of12inf
11287,CEILINGS,11288,30450,1.3333316083364774e-06,1.0084473643455e-06,2.1185697922481023e-05,15763,0,0,0,0,0,0,0,2,12of12inf
11288,CELANDINE,11289,2,8.757514668876698e-11,2.4852711766470775e-11,1.932770265595492e-08,2,0,0,0,0,0,0,0,3,12of12inf
11289,CELANDINES,11290,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
11290,CELEBRANT,11291,3,1.3136272003315047e-10,5.904209655093662e-11,3.677713339974798e-08,3,0,0,0,0,0,0,0,3,12of12inf
11291,CELEBRANTS,11292,2,8.757514668876698e-11,4.6871262486233037e-11,3.5528570525235054e-08,2,0,0,0,0,0,0,0,3,12of12inf
11292,CELEBRATE,11293,2945,1.289544034992094e-07,9.69124302566678e-08,4.560481672801768e-06,1983,0,0,0,0,0,0,0,3,12of12inf
11293,CELEBRATED,11294,3344,1.4642564526361838e-07,2.0404706483490489e-07,2.9307820764534776e-05,1980,0,0,0,0,0,0,0,4,12of12inf
11294,CELEBRATES,11295,752,3.2928255154976385e-08,2.2298584692773596e-08,1.3389785084777346e-06,659,0,0,0,0,0,0,0,3,12of12inf
11295,CELEBRATING,11296,1610,7.049799308445743e-08,5.897920375594364e-08,3.5974975698853e-06,1181,0,0,0,0,0,0,0,4,12of12inf
11296,CELEBRATION,11297,7235,3.1680309314661455e-07,3.61455906647231e-07,2.3403816339821028e-05,2882,0,0,0,0,0,0,0,4,12of12inf
11297,CELEBRATIONS,11298,2169,9.49752465839678e-08,9.61916115363221e-08,5.20901302015106e-06,1397,0,0,0,0,0,0,0,4,12of12inf
11298,CELEBRATOR,11299,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
11299,CELEBRATORS,11300,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
11300,CELEBRATORY,11301,393,1.7208516324342713e-08,1.292687808860129e-08,1.375356252305831e-06,246,0,0,0,0,0,0,0,5,12of12inf
11301,CELEBRITIES,11302,7115,3.1154858434528854e-07,3.041490016558571e-07,9.676414521196407e-06,3293,0,0,0,0,0,0,0,4,12of12inf
11302,CELEBRITY,11303,20149,8.822758153159829e-07,9.148755360681344e-07,3.3899265233928504e-05,5542,0,0,0,0,0,0,0,4,12of12inf
11303,CELERIES,11304,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
11304,CELERITIES,11305,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
11305,CELERITY,11306,2174,9.51941844506897e-08,7.729014085945069e-08,7.840758441519022e-06,474,0,0,0,0,0,0,0,4,12of12inf
11306,CELERY,11307,499,2.1849999098847362e-08,2.375971436444339e-08,2.184373321750027e-06,292,0,0,0,0,0,0,0,3,12of12inf
11307,CELESTA,11308,18,7.881763201989027e-10,2.0380613786776433e-09,9.638647161510477e-07,11,0,0,0,0,0,0,0,3,12of12inf
11308,CELESTAS,11309,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
11309,CELESTIAL,11310,2464,1.0789258072056093e-07,8.800199851439183e-08,7.1966868362155065e-06,869,0,0,0,0,0,0,0,3,12of12inf
11310,CELESTIALLY,11311,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
11311,CELIAC,11312,1628,7.128616940465633e-08,3.074459053176164e-08,5.25118993161578e-06,225,0,0,0,0,0,0,0,3,10K_2020
11312,CELIBACIES,11313,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
11313,CELIBACY,11314,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
11314,CELIBATE,11315,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
11315,CELIBATES,11316,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
11316,CELL,11317,643198,2.816407959996077e-05,2.06957784430415e-05,0.0002356438043714,73353,0,0,0,0,0,0,0,1,12of12inf
11317,CELLAR,11318,1837,8.043777223363248e-08,5.732622522670128e-08,4.090979348577977e-06,779,0,0,0,0,0,0,0,2,12of12inf
11318,CELLARS,11319,5994,2.624627146262346e-07,2.559416662658892e-07,1.717443420408648e-05,986,0,0,0,0,0,0,0,2,12of12inf
11319,CELLED,11320,193,8.451001655466013e-09,6.674245527480716e-09,7.689642689489852e-07,177,0,0,0,0,0,0,0,1,12of12inf
11320,CELLI,11321,269,1.1778857229639158e-08,1.2198352262277332e-08,3.558995359362876e-06,83,0,0,0,0,0,0,0,2,12of12inf
11321,CELLIST,11322,4,1.7515029337753396e-10,4.005010430459094e-10,2.202133411683714e-07,4,0,0,0,0,0,0,0,2,12of12inf
11322,CELLISTS,11323,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,12of12inf
11323,CELLMATE,11324,49,2.145591093874791e-09,2.2827850598399696e-09,8.031264981833975e-07,16,0,0,0,0,0,0,0,2,12of12inf
11324,CELLMATES,11325,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,12of12inf
11325,CELLO,11326,462,2.0229858885105173e-08,1.706842309002191e-08,2.6804889613826383e-06,156,0,0,0,0,0,0,0,2,12of12inf
11326,CELLOPHANE,11327,284,1.2435670829804913e-08,9.0745814988994e-09,8.525808553260474e-07,228,0,0,0,0,0,0,0,3,12of12inf
11327,CELLOPHANES,11328,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
11328,CELLOS,11329,133,5.8237472548030054e-09,7.206547211580176e-09,1.3377438705492604e-06,65,0,0,0,0,0,0,0,2,12of12inf
11329,CELLPHONE,11330,754,3.3015830301665154e-08,3.147437518055066e-08,2.9104606061840217e-06,412,0,0,0,0,0,0,0,2,12of12inf
11330,CELLPHONES,11331,393,1.7208516324342713e-08,1.7894586873593822e-08,2.064572845835437e-06,268,0,0,0,0,0,0,0,2,12of12inf
11331,CELLS,11332,436697,1.912190191677224e-05,1.288266311411227e-05,0.0001405228388403,48514,0,0,0,0,0,0,0,1,12of12inf
11332,CELLULAR,11333,339422,1.4862465719697334e-05,1.4835753011459276e-05,0.0002195431366338,55197,0,0,0,0,0,0,0,3,12of12inf
11333,CELLULITE,11334,3078,1.347781507540124e-07,1.0449533978989477e-07,7.929766124316281e-06,589,0,0,0,0,0,0,0,3,12of12inf
11334,CELLULITES,11335,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
11335,CELLULOID,11336,129,5.6485969614254715e-09,7.271522258267692e-09,1.8866915901316012e-06,68,0,0,0,0,0,0,0,3,12of12inf
11336,CELLULOIDS,11337,3,1.3136272003315047e-10,1.2961746668197266e-10,8.053183376487832e-08,3,0,0,0,0,0,0,0,3,12of12inf
11337,CELLULOSE,11338,19295,8.448812276798795e-07,7.610029161184166e-07,2.769905711103926e-05,3806,0,0,0,0,0,0,0,3,12of12inf
11338,CELLULOSES,11339,20,8.757514668876697e-10,7.113652766490182e-10,4.07603090335233e-07,5,0,0,0,0,0,0,0,4,12of12inf
11339,CELLULOSIC,11340,16338,7.154013733005374e-07,5.148896803148544e-07,1.9977073044350067e-05,2528,0,0,0,0,0,0,0,4,10K_2012
11340,CEMENT,11341,89421,3.915528596028116e-06,3.904076886338398e-06,0.0001077259525467,16214,0,0,0,0,0,0,0,2,12of12inf
11341,CEMENTA,11342,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
11342,CEMENTED,11343,3084,1.350408761940787e-07,1.376779377448303e-07,7.508244270255212e-06,1686,0,0,0,0,0,0,0,3,12of12inf
11343,CEMENTER,11344,2,8.757514668876698e-11,7.016520271432553e-11,5.29848187462418e-08,2,0,0,0,0,0,0,0,3,12of12inf
11344,CEMENTERS,11345,106,4.641482774504651e-09,6.406319279055605e-09,2.3570437506931247e-06,57,0,0,0,0,0,0,0,3,12of12inf
11345,CEMENTING,11346,9463,4.14361806557901e-07,3.106610604877662e-07,1.1887901506130422e-05,3044,0,0,0,0,0,0,0,3,12of12inf
11346,CEMENTS,11347,2027,8.875741116906534e-08,7.378877678459883e-08,4.226223465847031e-06,899,0,0,0,0,0,0,0,2,12of12inf
11347,CEMENTUM,11348,23,1.0071141869208203e-09,7.128231012782407e-10,3.077025289950275e-07,9,0,0,0,0,0,0,0,3,12of12inf
11348,CEMENTUMS,11349,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
11349,CEMETERIES,11350,15681,6.866329376132775e-07,5.993991247429014e-07,2.66434124571486e-05,1306,0,0,0,0,0,0,0,4,12of12inf
11350,CEMETERY,11351,86043,3.7676141732707886e-06,3.1303079692942024e-06,0.0001339337391846,1830,0,0,0,0,0,0,0,4,12of12inf
11351,CENDERITIDE,11352,1634,7.154889484472264e-08,5.056662930601008e-08,1.149403541468757e-05,59,0,0,0,0,0,0,0,4,10K_2012
11352,CENOBITE,11353,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
11353,CENOBITES,11354,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
11354,CENOBITIC,11355,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
11355,CENOTAPH,11356,3,1.3136272003315047e-10,1.7361151720532876e-11,1.854058022778489e-08,1,0,0,0,0,0,0,0,3,12of12inf
11356,CENOTAPHS,11357,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
11357,CENSER,11358,3,1.3136272003315047e-10,6.519691897313198e-11,4.6300659885357104e-08,3,0,0,0,0,0,0,0,2,12of12inf
11358,CENSERS,11359,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,12of12inf
11359,CENSOR,11360,1055,4.619588987832458e-08,2.7672284219503e-08,1.1860829485407517e-06,916,0,0,0,0,0,0,0,2,12of12inf
11360,CENSORED,11361,222,9.720841282453136e-09,4.878558299460511e-09,5.978469412616697e-07,181,0,0,0,0,0,0,0,2,12of12inf
11361,CENSORIAL,11362,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
11362,CENSORING,11363,202,8.845089815565466e-09,1.5538445930993503e-08,2.443259202583073e-06,155,0,0,0,0,0,0,0,3,12of12inf
11363,CENSORIOUS,11364,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
11364,CENSORIOUSLY,11365,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,12of12inf
11365,CENSORIOUSNESS,11366,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,12of12inf
11366,CENSORIOUSNESSES,11367,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,6,12of12inf
11367,CENSORS,11368,75,3.2840680008287614e-09,3.962782025800724e-09,6.898642623038255e-07,64,0,0,0,0,0,0,0,2,12of12inf
11368,CENSORSHIP,11369,1995,8.735620882204508e-08,5.3910685898259555e-08,2.1617136303996235e-06,1293,0,0,0,0,0,0,0,3,12of12inf
11369,CENSORSHIPS,11370,2,8.757514668876698e-11,4.9688414087283375e-11,4.096670739028154e-08,2,0,0,0,0,0,0,0,3,12of12inf
11370,CENSURABLE,11371,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
11371,CENSURE,11372,8474,3.710558965203057e-07,2.350718731381953e-07,4.593337218627808e-06,6604,2009,0,0,0,0,0,0,2,12of12inf
11372,CENSURED,11373,810,3.5467934408950626e-08,3.2777468333853695e-08,2.565911790407398e-06,570,2009,0,0,0,0,0,0,2,12of12inf
11373,CENSURER,11374,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
11374,CENSURERS,11375,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
